publisher_domain,publisher_category,ssp_domain,seller_id,relationship,verified_legal_entity
nationalreview.com,News & Media,indexexchange.com,190549,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smaato.com,1100055555,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,adform.com,3124,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pmbmonetize.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4836542095728076,RESELLER,Medmob
nationalreview.com,News & Media,opamarketplace.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-9135355251665930,RESELLER,Greeter HOLDINGS LTD
nationalreview.com,News & Media,adipolosolutions.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4903453974745530,RESELLER,Medmob
nationalreview.com,News & Media,adipolo.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-2930805104418204,RESELLER,Yediot Internet
nationalreview.com,News & Media,freewheel.tv,1607270,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1607269,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-1929615694373103,RESELLER,Connatix Native Exchange Inc
nationalreview.com,News & Media,video.unrulymedia.com,687806135,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,19564,RESELLER,Connatix Native Exchange Inc
nationalreview.com,News & Media,pubmatic.com,156592,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,17444,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUP5F2LD,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,12200,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,190549,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,539496816,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,inmobi.com,64d831e7ed4840ac8ea2283745f07d75,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smaato.com,1100055555,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadserver.com,3630,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,gumgum.com,12991,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,themediagrid.com,PCE1BO,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,sg1256478,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,535072-r-523319,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,166226,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,risecodes.com,60053eeffc482800014c29be,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,gannett.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-5717092533913515,RESELLER,"Gannett Co., Inc. DBA Gannett Media Corp."
nationalreview.com,News & Media,ottadvisors.com,23208720669,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,776418614052335749,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,copper6.com,764227,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,aps.amazon.com,ec4e8edf-c46b-44a1-bcab-17b3a4420b9a,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pmbmonetize.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4836542095728076,RESELLER,Medmob
nationalreview.com,News & Media,opamarketplace.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-9135355251665930,RESELLER,Greeter HOLDINGS LTD
nationalreview.com,News & Media,adipolosolutions.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4903453974745530,RESELLER,Medmob
nationalreview.com,News & Media,adipolo.com,22597229605,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-2930805104418204,RESELLER,Yediot Internet
nationalreview.com,News & Media,insticator.com,f2ff22ea-9f29-4053-974c-2cda89954d3f,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,KnLYRz1v,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,emxdgt.com,1781,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,bidgx.com,62885,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,27034,RESELLER,BIDGENCY GROUP LP
nationalreview.com,News & Media,adform.com,3124,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,3286586829842621292,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,lijit.com,555563,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160295,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,23876,RESELLER,Typea Holdings  LTD.
nationalreview.com,News & Media,sharethrough.com,5926d422,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,xandr.com,14082,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,335119963,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0015a00002y7TWTAA2,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,loopme.com,11186,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,561340,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,supply.colossusssp.com,332,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,tvp.tv,BC15,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadline.com,22703897216,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-6804276076764268,RESELLER,Journkey LTD
nationalreview.com,News & Media,appnexus.com,16912,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,jeeng.com,1402,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,adyoulike.com,048a7e9ee1abb5e0086e8ee65a678ad3,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,7664,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,revcontent.com,140100,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,7666,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160835,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160835,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,24588,RESELLER,Unlisted / Unknown ID
nationalreview.com,News & Media,inmobi.com,c8b2fd74cab74f10ae53b6b4e9b5af52,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,3134393537806672032,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,17070,RESELLER,"Yieldmo, Inc."
nationalreview.com,News & Media,pubmatic.com,160648,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,558228330,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,561118,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,conversantmedia.com,100270,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,7911,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,playbuzz.com,0010J00001qMZJwQAO,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-9790762811057699,RESELLER,EX.CO Technologies LTD
nationalreview.com,News & Media,indexexchange.com,189396,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,190719,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,540847574,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,158554,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,158901,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,17136,RESELLER,EX.CO TECHNOLOGIES LTD
nationalreview.com,News & Media,smartadserver.com,3039,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,lijit.com,241560,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,12753,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,improvedigital.com,1877,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1442946,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1446450,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUB64530,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-0978064532142215,RESELLER,DOTDASH MEDIA INC. DBA People Inc.
nationalreview.com,News & Media,google.com,pub-3844877863303739,RESELLER,Advance Magazine Publishers Inc.
nationalreview.com,News & Media,triplelift.com,12157,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,conversantmedia.com,100372,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,192930039360332408,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,7e2Du6FF,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-5717092533913515,RESELLER,"Gannett Co., Inc. DBA Gannett Media Corp."
nationalreview.com,News & Media,gannett.com,22597404845,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,59549,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,79885747,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,vidazoo.com,63c1c39676c05d63619b43da,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,59039,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,17130,RESELLER,Vidazoo LTD.
nationalreview.com,News & Media,pubmatic.com,159470,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,2794,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,2743945877,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,541017750,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,undertone.com,3934,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4282252113865235,RESELLER,Vidazoo Ltd
nationalreview.com,News & Media,freewheel.tv,625393,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,supply.colossusssp.com,181,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,193874,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,aps.amazon.com,cfee765f-a9ba-4867-af16-2ff8d62ed9ba,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,11883,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,0c3ba0a3,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,themediagrid.com,3AW9JB,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,adform.com,2643,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,lijit.com,222372,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,159988,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,synacor.com,82245,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUN4Y5Y3,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sonobi.com,e32c07f4ba,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,richaudience.com,3MkIAgQBPw,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0014000001a0hIqAAI,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,S2rESyUH,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,didna.io,63c1c39676c05d63619b43da,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-3565385483761681,RESELLER,"DIDNA, INC."
nationalreview.com,News & Media,triplelift.com,5068,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,5068-EB,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,8273,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,10185,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,10185-EB,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,risecodes.com,63c68d0b66569400012339b1,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160295,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,xandr.com,14082,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,23876,RESELLER,Typea Holdings  LTD.
nationalreview.com,News & Media,sharethrough.com,5926d422,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sonobi.com,4a289cdd79,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,194590,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,335119963,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,562615,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,loopme.com,11362,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,2754490424016969782,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,537140488,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUQ6928Q,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,onetag.com,69f48c2160c8113,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0010b00002Xbn7QAAR,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadserver.com,4284,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1590601,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1590606,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,59261,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,connatix.com,436979675688648,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,156592,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,19564,RESELLER,Connatix Native Exchange Inc
nationalreview.com,News & Media,spotxchange.com,136839,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,spotx.tv,136839,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,telaria.com,cd009,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,tremorhub.com,cd009,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-1929615694373103,RESELLER,Connatix Native Exchange Inc
nationalreview.com,News & Media,indexexchange.com,190549,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,539496816,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,12200,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-5717092533913515,RESELLER,"Gannett Co., Inc. DBA Gannett Media Corp."
nationalreview.com,News & Media,inmobi.com,64d831e7ed4840ac8ea2283745f07d75,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,9733,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,freewheel.tv,1064705,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,561340,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,synacor.com,82461,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,imds.tv,82461,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUP5F2LD,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CU95X561,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,criteo.com,B-068506,RESELLER,Unlisted / Unknown ID
nationalreview.com,News & Media,superawesome.tv,337,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,risecodes.com,60053eeffc482800014c29be,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0015a00002y7TWTAA2,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,supply.colossusssp.com,332,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadserver.com,3630,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,lkqd.net,593,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,emxdgt.com,1781,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,conversantmedia.com,42111,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,admixer.net,75141817-049f-4603-9a63-fe9a6f956bff,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,loopme.com,11186,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,resetdigital.co,210,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,12507,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,jeeng.com,1402,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,revcontent.com,140100,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160835,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,24588,RESELLER,Unlisted / Unknown ID
nationalreview.com,News & Media,inmobi.com,c8b2fd74cab74f10ae53b6b4e9b5af52,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,3134393537806672032,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,17070,RESELLER,"Yieldmo, Inc."
nationalreview.com,News & Media,pubmatic.com,160648,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,558228330,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,561118,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,conversantmedia.com,100270,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,7911,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadserver.com,4531,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smartadserver.com,4071,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,156439,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,154037,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,16114,RESELLER,SmartAdServer
nationalreview.com,News & Media,openx.com,537149888,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,3703,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,loopme.com,5679,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,xad.com,958,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,2564526802,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,smaato.com,1100044045,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubnative.net,1006576,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,verve.com,15503,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,adyoulike.com,b4bf4fdd9b0b915f746f6747ff432bde,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,axonix.com,57264,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,risecodes.com,63c68d0b66569400012339b1,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,160295,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,59261,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,23876,RESELLER,Typea Holdings  LTD.
nationalreview.com,News & Media,sharethrough.com,5926d422,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,imds.tv,82401,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,55317,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sonobi.com,4a289cdd79,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,194590,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,xandr.com,14082,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,loopme.com,11362,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yieldmo.com,2754490424016969782,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,537140488,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0010b00002Xbn7QAAR,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUQ6928Q,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,amxrtb.com,105199691,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,contextweb.com,562615,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,inmobi.com,9e311c7a68e94888aac7fbb4272381e2,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,1352466146,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,onetag.com,69f48c2160c8113,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,imds.tv,82419,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,vidazoo.com,63c1c39676c05d63619b43da,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,yahoo.com,59039,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,rubiconproject.com,17130,RESELLER,Vidazoo LTD.
nationalreview.com,News & Media,pubmatic.com,159470,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,2794,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,video.unrulymedia.com,2743945877,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,openx.com,541017750,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,undertone.com,3934,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-4282252113865235,RESELLER,Vidazoo Ltd
nationalreview.com,News & Media,freewheel.tv,625393,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,supply.colossusssp.com,181,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,indexexchange.com,193874,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,aps.amazon.com,cfee765f-a9ba-4867-af16-2ff8d62ed9ba,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,11883,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,0c3ba0a3,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,themediagrid.com,3AW9JB,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,adform.com,2643,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,lijit.com,222372,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,159988,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,synacor.com,82245,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,media.net,8CUN4Y5Y3,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sonobi.com,e32c07f4ba,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,richaudience.com,3MkIAgQBPw,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,33across.com,0014000001a0hIqAAI,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,sharethrough.com,S2rESyUH,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,didna.io,63c1c39676c05d63619b43da,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,google.com,pub-3565385483761681,RESELLER,"DIDNA, INC."
nationalreview.com,News & Media,triplelift.com,5068,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,5068-EB,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,minutemedia.com,01h2r575f28e,DIRECT,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,pubmatic.com,161683,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,appnexus.com,8381,RESELLER,Not Tracked (Non-Top 3 SSP)
nationalreview.com,News & Media,triplelift.com,6030,RESELLER,Not Tracked (Non-Top 3 SSP)
